table_name,column_name,data_type,is_nullable,description
shopping_list_items,created_at,timestamptz,NO,
shopping_list_items,updated_at,timestamptz,YES,
shopping_list_items,deleted_at,timestamptz,YES,
shopping_list_items,deleted_by,uuid,YES,
shopping_list_items,deletion_reason,text,YES,
facet_registry,id,integer,NO,"Note:
This is a Primary Key.<pk/>"
facet_registry,facet_key,text,NO,
facet_registry,domain,text,NO,
facet_registry,data_type,text,NO,
facet_registry,storage,text,NO,
facet_registry,promoted,boolean,NO,
facet_registry,index_type,text,YES,
facet_registry,index_name,text,YES,
facet_registry,usage_30d_pct,numeric,YES,
facet_registry,last_used_at,timestamptz,YES,
facet_registry,created_at,timestamptz,NO,
facet_registry,updated_at,timestamptz,NO,
pms_inventory_stock,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
pms_inventory_stock,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
pms_inventory_stock,part_id,uuid,NO,"Note:
This is a Foreign Key to `pms_parts.id`.<fk "
pms_inventory_stock,location,text,YES,Physical storage location on vessel
pms_inventory_stock,quantity,integer,NO,NON-AUTHORITATIVE CACHE. Updated by trigger for pe
pms_inventory_stock,min_quantity,integer,YES,
pms_inventory_stock,max_quantity,integer,YES,
pms_inventory_stock,reorder_quantity,integer,YES,
pms_inventory_stock,last_counted_at,timestamptz,YES,
pms_inventory_stock,metadata,jsonb,YES,
pms_inventory_stock,created_at,timestamptz,NO,
pms_inventory_stock,updated_at,timestamptz,NO,
pms_inventory_stock,updated_by,uuid,YES,
pms_inventory_stock,deleted_at,timestamptz,YES,
pms_inventory_stock,deleted_by,uuid,YES,
pms_inventory_stock,deletion_reason,text,YES,
email_links,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
email_links,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
email_links,thread_id,uuid,NO,"Note:
This is a Foreign Key to `email_threads.id`."
email_links,object_type,text,NO,
email_links,object_id,uuid,NO,
email_links,confidence,text,NO,
email_links,suggested_reason,text,YES,
email_links,suggested_at,timestamptz,YES,
email_links,accepted_at,timestamptz,YES,
email_links,accepted_by,uuid,YES,
email_links,modified_at,timestamptz,YES,
email_links,modified_by,uuid,YES,
email_links,is_active,boolean,NO,
email_links,removed_at,timestamptz,YES,
email_links,removed_by,uuid,YES,
email_links,created_at,timestamptz,NO,
email_links,updated_at,timestamptz,NO,
email_links,is_primary,boolean,YES,
email_links,score,integer,YES,
email_links,score_breakdown,jsonb,YES,
email_links,user_blocked,boolean,YES,
v_handover_signoffs,id,text,YES,
v_handover_signoffs,draft_id,uuid,YES,
v_handover_signoffs,yacht_id,uuid,YES,
v_handover_signoffs,signoff_type,text,YES,
v_handover_signoffs,user_id,uuid,YES,
v_handover_signoffs,role,text,YES,
v_handover_signoffs,signed_at,timestamptz,YES,
v_handover_signoffs,comments,text,YES,
v_handover_signoffs,created_at,timestamptz,YES,
v_handover_signoffs,updated_at,timestamptz,YES,
symptom_reports,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
symptom_reports,yacht_id,uuid,NO,
symptom_reports,equipment_label,text,NO,
symptom_reports,symptom_code,text,NO,
symptom_reports,symptom_label,text,NO,
symptom_reports,search_query_id,uuid,YES,
symptom_reports,reported_by,uuid,YES,
symptom_reports,source,text,NO,
symptom_reports,resolved,boolean,YES,
symptom_reports,resolved_at,timestamptz,YES,
symptom_reports,resolved_by,uuid,YES,
symptom_reports,created_at,timestamptz,NO,
role_search_profiles,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
role_search_profiles,yacht_id,uuid,YES,
role_search_profiles,role_id,text,NO,
role_search_profiles,default_intent,text,YES,
role_search_profiles,intent_biases,jsonb,YES,
role_search_profiles,entity_biases,jsonb,YES,
role_search_profiles,domain_weights,jsonb,NO,
role_search_profiles,result_type_order,text[],YES,
role_search_profiles,answer_style,text,YES,
role_search_profiles,default_detail_level,text,YES,
role_search_profiles,recency_boost,numeric,YES,
role_search_profiles,handover_auto_include,text[],YES,
role_search_profiles,sample_queries,text[],YES,
role_search_profiles,active,boolean,YES,
role_search_profiles,created_at,timestamptz,NO,
role_search_profiles,updated_at,timestamptz,NO,
handover_draft_items,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
handover_draft_items,draft_id,uuid,NO,"Note:
This is a Foreign Key to `handover_drafts.id"
handover_draft_items,section_id,uuid,YES,"Note:
This is a Foreign Key to `handover_draft_sec"
handover_draft_items,section_bucket,text,NO,
handover_draft_items,domain_code,text,YES,
handover_draft_items,summary_text,text,NO,
handover_draft_items,source_entry_ids,uuid[],YES,
handover_draft_items,source_event_ids,uuid[],YES,
handover_draft_items,risk_tags,text[],YES,
handover_draft_items,confidence_level,text,YES,
handover_draft_items,item_order,integer,NO,
handover_draft_items,conflict_flag,boolean,YES,
handover_draft_items,uncertainty_flag,boolean,YES,
handover_draft_items,is_critical,boolean,YES,
handover_draft_items,requires_action,boolean,YES,
handover_draft_items,action_summary,text,YES,
handover_draft_items,created_at,timestamptz,NO,
handover_draft_items,updated_at,timestamptz,NO,
handover_draft_items,entity_url,text,YES,"Direct Celeste app entity URL (e.g., /work-orders/"
handover_draft_items,metadata,jsonb,YES,JSONB metadata for source links. Keys: email_messa
log_events,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
log_events,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
log_events,user_id,uuid,YES,
log_events,event_type,text,NO,
log_events,entity_type,text,YES,
log_events,entity_id,uuid,YES,
log_events,metadata,jsonb,YES,
log_events,created_at,timestamptz,NO,
log_events,session_id,uuid,YES,
handover_buckets,code,text,NO,"Note:
This is a Primary Key.<pk/>"
handover_buckets,display_name,text,NO,
handover_buckets,section_order,integer,NO,
handover_buckets,description,text,YES,
log_system_events,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
log_system_events,event_type,text,NO,
log_system_events,event_data,jsonb,YES,
log_system_events,created_at,timestamptz,NO,
auth_signatures,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
auth_signatures,yacht_id,uuid,NO,
auth_signatures,user_id,uuid,NO,
auth_signatures,role_at_signing,text,NO,
auth_signatures,signature_type,text,NO,
auth_signatures,entity_type,text,NO,
auth_signatures,entity_id,uuid,NO,
auth_signatures,signature_hash,text,NO,
auth_signatures,signed_at,timestamptz,NO,
pms_notes,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
pms_notes,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
pms_notes,equipment_id,uuid,YES,"Note:
This is a Foreign Key to `pms_equipment.id`."
pms_notes,work_order_id,uuid,YES,"Note:
This is a Foreign Key to `pms_work_orders.id"
pms_notes,fault_id,uuid,YES,"Note:
This is a Foreign Key to `pms_faults.id`.<fk"
pms_notes,text,text,NO,Note content - searchable text
pms_notes,note_type,public.note_type,NO,"Classification: general, observation, warning, res"
pms_notes,created_by,uuid,NO,
pms_notes,attachments,jsonb,YES,"Array of document references: [{document_id, filen"
pms_notes,metadata,jsonb,YES,
pms_notes,created_at,timestamptz,NO,
pms_notes,updated_at,timestamptz,NO,
alias_symptoms,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
alias_symptoms,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
alias_symptoms,symptom_id,uuid,YES,
alias_symptoms,alias,text,NO,
alias_symptoms,alias_type,text,YES,
alias_symptoms,confidence,double precision,YES,
alias_symptoms,created_at,timestamptz,YES,
alias_symptoms,source,text,YES,
alias_symptoms,candidate_id,uuid,YES,
alias_symptoms,master_candidate_id,uuid,YES,
alias_symptoms,deployed_at,timestamptz,YES,
alias_symptoms,symptom_code,text,YES,
auth_api_keys,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
auth_api_keys,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
auth_api_keys,key_prefix,text,NO,"First 8-12 chars for identification (e.g., sk_live"
auth_api_keys,hashed_key,text,NO,bcrypt hash of full API key
auth_api_keys,name,text,NO,
auth_api_keys,scopes,text[],YES,"Granted permissions (e.g., read:equipment, write:w"
auth_api_keys,created_by,uuid,YES,
auth_api_keys,expires_at,timestamptz,YES,
auth_api_keys,last_used_at,timestamptz,YES,
auth_api_keys,is_active,boolean,YES,
auth_api_keys,metadata,jsonb,YES,
auth_api_keys,created_at,timestamptz,NO,
auth_users_profiles,id,uuid,NO,"Must match auth.users.id - enforced by FK

Note:
T"
auth_users_profiles,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
auth_users_profiles,email,text,NO,
auth_users_profiles,name,text,NO,
auth_users_profiles,is_active,boolean,NO,
auth_users_profiles,metadata,jsonb,YES,
auth_users_profiles,created_at,timestamptz,NO,
auth_users_profiles,updated_at,timestamptz,NO,
pms_suppliers,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
pms_suppliers,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
pms_suppliers,name,text,NO,
pms_suppliers,contact_name,text,YES,
pms_suppliers,email,text,YES,
pms_suppliers,phone,text,YES,
pms_suppliers,address,jsonb,YES,
pms_suppliers,preferred,boolean,YES,
pms_suppliers,metadata,jsonb,YES,
pms_suppliers,created_at,timestamptz,NO,
pms_suppliers,updated_at,timestamptz,NO,
alias_tasks,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
alias_tasks,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
alias_tasks,task_id,uuid,YES,
alias_tasks,alias,text,NO,
alias_tasks,alias_type,text,YES,
alias_tasks,confidence,double precision,YES,
alias_tasks,created_at,timestamptz,YES,
graph_edges,id,uuid,YES,"Note:
This is a Primary Key.<pk/>"
graph_edges,yacht_id,uuid,YES,"Note:
This is a Foreign Key to `yacht_registry.id`"
graph_edges,from_node_id,uuid,YES,"Note:
This is a Foreign Key to `search_graph_nodes"
graph_edges,to_node_id,uuid,YES,"Note:
This is a Foreign Key to `search_graph_nodes"
graph_edges,edge_type,public.graph_edge_type,YES,
graph_edges,source_chunk_id,uuid,YES,"Note:
This is a Foreign Key to `search_document_ch"
graph_edges,source_document_id,uuid,YES,"Note:
This is a Foreign Key to `doc_metadata.id`.<"
graph_edges,properties,jsonb,YES,
graph_edges,confidence,real,YES,
graph_edges,created_at,timestamptz,YES,
graph_edges,description,text,YES,
graph_edges,embedding,public.vector(1536),YES,
maintenance_facts,id,uuid,YES,"Note:
This is a Primary Key.<pk/>"
maintenance_facts,yacht_id,uuid,YES,"Note:
This is a Foreign Key to `yacht_registry.id`"
maintenance_facts,equipment_node_id,uuid,YES,"Note:
This is a Foreign Key to `search_graph_nodes"
maintenance_facts,part_node_id,uuid,YES,"Note:
This is a Foreign Key to `search_graph_nodes"
maintenance_facts,system_node_id,uuid,YES,"Note:
This is a Foreign Key to `search_graph_nodes"
maintenance_facts,action,public.maintenance_action_type,YES,
maintenance_facts,interval_hours,integer,YES,
maintenance_facts,interval_days,integer,YES,
maintenance_facts,interval_description,text,YES,
maintenance_facts,source_chunk_id,uuid,YES,"Note:
This is a Foreign Key to `search_document_ch"
maintenance_facts,source_document_id,uuid,YES,"Note:
This is a Foreign Key to `doc_metadata.id`.<"
maintenance_facts,confidence,real,YES,
maintenance_facts,properties,jsonb,YES,
maintenance_facts,created_at,timestamptz,YES,
search_symptom_catalog,code,text,NO,"Note:
This is a Primary Key.<pk/>"
search_symptom_catalog,label,text,NO,
search_symptom_catalog,description,text,YES,
search_symptom_catalog,system_type,text,YES,
search_symptom_catalog,severity,integer,YES,
search_symptom_catalog,created_at,timestamptz,NO,
email_sync_telemetry,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
email_sync_telemetry,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
email_sync_telemetry,sync_date,date,NO,
email_sync_telemetry,messages_inserted,integer,YES,
email_sync_telemetry,messages_updated,integer,YES,
email_sync_telemetry,messages_noop,integer,YES,
email_sync_telemetry,messages_deleted,integer,YES,
email_sync_telemetry,attachments_deduped,integer,YES,
email_sync_telemetry,prepare_jobs_deduped,integer,YES,
email_sync_telemetry,avg_upsert_latency_ms,numeric,YES,
email_sync_telemetry,created_at,timestamptz,YES,
email_sync_telemetry,updated_at,timestamptz,YES,
email_sync_telemetry,backlog_depth,integer,YES,Pending jobs in extraction queue
email_sync_telemetry,in_flight,integer,YES,Currently processing jobs
email_sync_telemetry,dlq_depth,integer,YES,Items in dead-letter queue
email_sync_telemetry,retry_attempts,integer,YES,Total retry attempts today
email_sync_telemetry,retry_successes,integer,YES,Successful retries today
email_sync_telemetry,throttle_events,integer,YES,429 responses received today
email_sync_telemetry,checkpoint_age_max_s,integer,YES,Max checkpoint age in seconds
alias_crew,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
alias_crew,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
alias_crew,crew_id,uuid,YES,
alias_crew,alias,text,NO,
alias_crew,alias_type,text,YES,
alias_crew,confidence,double precision,YES,
alias_crew,created_at,timestamptz,YES,
v_receiving_attachments_summary,receiving_event_id,uuid,YES,"Note:
This is a Primary Key.<pk/>"
v_receiving_attachments_summary,receiving_number,text,YES,
v_receiving_attachments_summary,packing_slip_count,bigint,YES,
v_receiving_attachments_summary,photo_count,bigint,YES,
v_receiving_attachments_summary,invoice_count,bigint,YES,
v_receiving_attachments_summary,total_attachments,bigint,YES,
onedrive_connections,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
onedrive_connections,yacht_id,text,NO,
onedrive_connections,user_principal_name,text,NO,
onedrive_connections,access_token_encrypted,text,NO,
onedrive_connections,refresh_token_encrypted,text,NO,
onedrive_connections,token_expires_at,timestamptz,NO,
onedrive_connections,sync_enabled,boolean,YES,
onedrive_connections,selected_folders,jsonb,YES,
onedrive_connections,created_at,timestamptz,YES,
onedrive_connections,last_sync_at,timestamptz,YES,
pms_orders,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
pms_orders,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
pms_orders,order_number,text,NO,
pms_orders,order_title,text,YES,
pms_orders,supplier_name,text,NO,
pms_orders,supplier_contact,text,YES,
pms_orders,status,text,NO,
pms_orders,estimated_total,numeric,YES,
pms_orders,actual_total,numeric,YES,
pms_orders,currency,text,YES,
pms_orders,ordered_at,timestamptz,YES,
pms_orders,expected_delivery_date,date,YES,
pms_orders,completed_at,timestamptz,YES,
pms_orders,approved_by,uuid,YES,
pms_orders,approved_at,timestamptz,YES,
pms_orders,submitted_by,uuid,YES,
pms_orders,submitted_at,timestamptz,YES,
pms_orders,purchase_order_document_id,uuid,YES,"Note:
This is a Foreign Key to `doc_metadata.id`.<"
pms_orders,invoice_document_id,uuid,YES,"Note:
This is a Foreign Key to `doc_metadata.id`.<"
pms_orders,packing_slip_document_id,uuid,YES,"Note:
This is a Foreign Key to `doc_metadata.id`.<"
pms_orders,notes,text,YES,
pms_orders,metadata,jsonb,YES,
pms_orders,created_by,uuid,NO,
pms_orders,created_at,timestamptz,NO,
pms_orders,updated_by,uuid,YES,
pms_orders,updated_at,timestamptz,NO,
pms_orders,deleted_at,timestamptz,YES,
pms_orders,deleted_by,uuid,YES,
pms_orders,deletion_reason,text,YES,
related_audit_events,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
related_audit_events,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
related_audit_events,user_id,uuid,NO,
related_audit_events,event_name,text,NO,"ONLY artefact_opened, relation_added, situation_en"
related_audit_events,payload,jsonb,NO,
related_audit_events,occurred_at,timestamptz,NO,
pms_work_order_checklist,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
pms_work_order_checklist,yacht_id,uuid,NO,
pms_work_order_checklist,work_order_id,uuid,NO,"Note:
This is a Foreign Key to `pms_work_orders.id"
pms_work_order_checklist,title,varchar,NO,
pms_work_order_checklist,description,text,YES,
pms_work_order_checklist,instructions,text,YES,
pms_work_order_checklist,sequence,integer,NO,
pms_work_order_checklist,is_completed,boolean,NO,
pms_work_order_checklist,completed_at,timestamptz,YES,
pms_work_order_checklist,completed_by,uuid,YES,
pms_work_order_checklist,completion_notes,text,YES,
pms_work_order_checklist,is_required,boolean,NO,
pms_work_order_checklist,requires_photo,boolean,NO,
pms_work_order_checklist,requires_signature,boolean,NO,
pms_work_order_checklist,photo_url,text,YES,
pms_work_order_checklist,signature_data,jsonb,YES,
pms_work_order_checklist,metadata,jsonb,YES,
pms_work_order_checklist,created_at,timestamptz,NO,
pms_work_order_checklist,created_by,uuid,YES,
pms_work_order_checklist,updated_at,timestamptz,YES,
pms_work_order_checklist,updated_by,uuid,YES,
pms_work_order_checklist,deleted_at,timestamptz,YES,
pms_work_order_checklist,deleted_by,uuid,YES,
pms_work_order_checklist,deletion_reason,text,YES,
pms_equipment_parts_bom,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
pms_equipment_parts_bom,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
pms_equipment_parts_bom,equipment_id,uuid,NO,"Note:
This is a Foreign Key to `pms_equipment.id`."
pms_equipment_parts_bom,part_id,uuid,NO,"Note:
This is a Foreign Key to `pms_parts.id`.<fk "
pms_equipment_parts_bom,quantity_required,integer,YES,
pms_equipment_parts_bom,notes,text,YES,
pms_equipment_parts_bom,created_at,timestamptz,NO,
relationship_staging,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
relationship_staging,yacht_id,uuid,NO,
relationship_staging,from_canonical,text,NO,
relationship_staging,to_canonical,text,NO,
relationship_staging,relationship_type,text,NO,
relationship_staging,confidence,double precision,YES,
relationship_staging,evidence,text,YES,
relationship_staging,source_chunk_id,text,YES,
relationship_staging,status,text,YES,
relationship_staging,error_message,text,YES,
relationship_staging,processed_at,timestamptz,YES,
relationship_staging,graph_edge_id,uuid,YES,
relationship_staging,created_at,timestamptz,YES,
pms_shopping_list_state_history,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
pms_shopping_list_state_history,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
pms_shopping_list_state_history,shopping_list_item_id,uuid,NO,"Note:
This is a Foreign Key to `pms_shopping_list_"
pms_shopping_list_state_history,previous_state,text,YES,
pms_shopping_list_state_history,new_state,text,NO,
pms_shopping_list_state_history,transition_reason,text,YES,
pms_shopping_list_state_history,transition_notes,text,YES,
pms_shopping_list_state_history,changed_by,uuid,NO,
pms_shopping_list_state_history,changed_at,timestamptz,NO,
pms_shopping_list_state_history,related_order_id,uuid,YES,"Note:
This is a Foreign Key to `pms_orders.id`.<fk"
pms_shopping_list_state_history,related_receiving_event_id,uuid,YES,"Note:
This is a Foreign Key to `pms_receiving_even"
pms_shopping_list_state_history,metadata,jsonb,YES,
pms_shopping_list_state_history,created_at,timestamptz,NO,
doc_metadata_comments,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
doc_metadata_comments,yacht_id,uuid,NO,
doc_metadata_comments,document_id,uuid,NO,"Note:
This is a Foreign Key to `doc_metadata.id`.<"
doc_metadata_comments,comment,text,NO,
doc_metadata_comments,created_by,uuid,NO,
doc_metadata_comments,created_at,timestamptz,NO,
doc_metadata_comments,updated_by,uuid,YES,
doc_metadata_comments,updated_at,timestamptz,YES,
doc_metadata_comments,deleted_by,uuid,YES,
doc_metadata_comments,deleted_at,timestamptz,YES,
doc_metadata_comments,author_department,varchar,YES,
doc_metadata_comments,parent_comment_id,uuid,YES,"Note:
This is a Foreign Key to `doc_metadata_comme"
doc_metadata_comments,metadata,jsonb,YES,
user_added_relations,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
user_added_relations,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
user_added_relations,created_by_user_id,uuid,NO,
user_added_relations,created_at,timestamptz,NO,
user_added_relations,from_artefact_type,text,NO,
user_added_relations,from_artefact_id,uuid,NO,
user_added_relations,to_artefact_type,text,NO,
user_added_relations,to_artefact_id,uuid,NO,
user_added_relations,is_active,boolean,NO,
pms_audit_log,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
pms_audit_log,yacht_id,uuid,NO,
pms_audit_log,action,text,NO,"Action name (e.g., create_work_order_from_fault, l"
pms_audit_log,entity_type,text,NO,
pms_audit_log,entity_id,uuid,NO,
pms_audit_log,user_id,uuid,YES,
pms_audit_log,signature,jsonb,YES,"Digital signature: {user_id, timestamp, ip_address"
pms_audit_log,old_values,jsonb,YES,State BEFORE change (NULL for creates). Shows what
pms_audit_log,new_values,jsonb,YES,State AFTER change. Shows what the new state is.
pms_audit_log,created_at,timestamptz,NO,
pms_audit_log,metadata,jsonb,YES,
pms_audit_log,actor_id,uuid,YES,
pms_finance_transactions,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
pms_finance_transactions,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
pms_finance_transactions,transaction_number,text,NO,
pms_finance_transactions,transaction_date,timestamptz,NO,
pms_finance_transactions,transaction_type,text,NO,
pms_finance_transactions,amount,numeric,NO,
pms_finance_transactions,currency,text,NO,
pms_finance_transactions,order_id,uuid,YES,"Note:
This is a Foreign Key to `pms_orders.id`.<fk"
pms_finance_transactions,receiving_event_id,uuid,YES,"Note:
This is a Foreign Key to `pms_receiving_even"
pms_finance_transactions,receiving_line_item_id,uuid,YES,"Note:
This is a Foreign Key to `pms_receiving_line"
pms_finance_transactions,shopping_list_item_id,uuid,YES,"Note:
This is a Foreign Key to `pms_shopping_list_"
pms_finance_transactions,work_order_id,uuid,YES,"Note:
This is a Foreign Key to `pms_work_orders.id"
pms_finance_transactions,part_id,uuid,YES,"Note:
This is a Foreign Key to `pms_parts.id`.<fk "
pms_finance_transactions,equipment_id,uuid,YES,"Note:
This is a Foreign Key to `pms_equipment.id`."
pms_finance_transactions,description,text,NO,
pms_finance_transactions,source_trigger,text,NO,
pms_finance_transactions,posted_by,uuid,NO,
pms_finance_transactions,approved_by,uuid,YES,
pms_finance_transactions,invoice_number,text,YES,
pms_finance_transactions,invoice_date,date,YES,
pms_finance_transactions,invoice_document_id,uuid,YES,"Note:
This is a Foreign Key to `doc_metadata.id`.<"
pms_finance_transactions,notes,text,YES,
pms_finance_transactions,metadata,jsonb,YES,
pms_finance_transactions,created_at,timestamptz,NO,
pms_finance_transactions,deleted_at,timestamptz,YES,
pms_finance_transactions,deleted_by,uuid,YES,
pms_finance_transactions,deletion_reason,text,YES,
entity_staging,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
entity_staging,yacht_id,uuid,NO,
entity_staging,entity_type,text,NO,
entity_staging,entity_value,text,NO,
entity_staging,canonical_label,text,NO,
entity_staging,confidence,double precision,YES,
entity_staging,source_chunk_id,text,YES,
entity_staging,source_document_id,text,YES,
entity_staging,source_storage_path,text,YES,
entity_staging,attributes,jsonb,YES,
entity_staging,status,text,YES,
entity_staging,error_message,text,YES,
entity_staging,processed_at,timestamptz,YES,
entity_staging,graph_node_id,uuid,YES,
entity_staging,created_at,timestamptz,YES,
v_handover_draft_complete,draft_id,uuid,YES,"Note:
This is a Primary Key.<pk/>"
v_handover_draft_complete,yacht_id,uuid,YES,
v_handover_draft_complete,period_start,timestamptz,YES,
v_handover_draft_complete,period_end,timestamptz,YES,
v_handover_draft_complete,title,text,YES,
v_handover_draft_complete,department,text,YES,
v_handover_draft_complete,state,text,YES,
v_handover_draft_complete,total_entries,integer,YES,
v_handover_draft_complete,critical_entries,integer,YES,
v_handover_draft_complete,generated_at,timestamptz,YES,
v_handover_draft_complete,generated_by_user_id,uuid,YES,
v_handover_draft_complete,draft_metadata,jsonb,YES,
v_handover_draft_complete,sections,jsonb,YES,
intent_patterns,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
intent_patterns,intent_type,text,NO,
intent_patterns,pattern_type,text,NO,
intent_patterns,pattern,text,NO,
intent_patterns,weight,numeric,YES,
intent_patterns,examples,text[],YES,
intent_patterns,active,boolean,YES,
intent_patterns,created_at,timestamptz,NO,
v_finance_transactions_net,id,uuid,YES,"Note:
This is a Primary Key.<pk/>"
v_finance_transactions_net,yacht_id,uuid,YES,"Note:
This is a Foreign Key to `yacht_registry.id`"
v_finance_transactions_net,transaction_number,text,YES,
v_finance_transactions_net,transaction_date,timestamptz,YES,
v_finance_transactions_net,transaction_type,text,YES,
v_finance_transactions_net,amount,numeric,YES,
v_finance_transactions_net,currency,text,YES,
v_finance_transactions_net,order_id,uuid,YES,"Note:
This is a Foreign Key to `pms_orders.id`.<fk"
v_finance_transactions_net,receiving_event_id,uuid,YES,"Note:
This is a Foreign Key to `pms_receiving_even"
v_finance_transactions_net,receiving_line_item_id,uuid,YES,"Note:
This is a Foreign Key to `pms_receiving_line"
v_finance_transactions_net,shopping_list_item_id,uuid,YES,"Note:
This is a Foreign Key to `pms_shopping_list_"
v_finance_transactions_net,work_order_id,uuid,YES,"Note:
This is a Foreign Key to `pms_work_orders.id"
v_finance_transactions_net,part_id,uuid,YES,"Note:
This is a Foreign Key to `pms_parts.id`.<fk "
v_finance_transactions_net,equipment_id,uuid,YES,"Note:
This is a Foreign Key to `pms_equipment.id`."
v_finance_transactions_net,description,text,YES,
v_finance_transactions_net,source_trigger,text,YES,
v_finance_transactions_net,posted_by,uuid,YES,
v_finance_transactions_net,approved_by,uuid,YES,
v_finance_transactions_net,invoice_number,text,YES,
v_finance_transactions_net,invoice_date,date,YES,
v_finance_transactions_net,invoice_document_id,uuid,YES,"Note:
This is a Foreign Key to `doc_metadata.id`.<"
v_finance_transactions_net,notes,text,YES,
v_finance_transactions_net,metadata,jsonb,YES,
v_finance_transactions_net,created_at,timestamptz,YES,
v_finance_transactions_net,is_reversed,boolean,YES,
v_finance_transactions_net,reversed_by_transaction_id,uuid,YES,
v_finance_transactions_net,net_amount,numeric,YES,
v_finance_transactions_net,transaction_status,text,YES,
symptom_aliases,id,uuid,YES,"Note:
This is a Primary Key.<pk/>"
symptom_aliases,yacht_id,uuid,YES,"Note:
This is a Foreign Key to `yacht_registry.id`"
symptom_aliases,symptom_id,uuid,YES,
symptom_aliases,symptom_code,text,YES,
symptom_aliases,alias,text,YES,
symptom_aliases,alias_type,text,YES,
symptom_aliases,confidence,double precision,YES,
symptom_aliases,created_at,timestamptz,YES,
v_vessel_status,yacht_id,uuid,YES,"Note:
This is a Primary Key.<pk/>
This is a Foreig"
v_vessel_status,current_status,text,YES,
v_vessel_status,next_event_type,text,YES,
v_vessel_status,next_event_at,timestamptz,YES,
v_vessel_status,next_event_name,text,YES,
v_vessel_status,hot_work_permitted,boolean,YES,
v_vessel_status,guests_on_board,boolean,YES,
v_vessel_status,updated_at,timestamptz,YES,
v_vessel_status,hours_until_event,numeric,YES,
v_vessel_status,time_pressure,text,YES,
v_vessel_status,is_pre_charter_critical,boolean,YES,
pms_crew_hours_warnings,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
pms_crew_hours_warnings,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
pms_crew_hours_warnings,user_id,uuid,NO,
pms_crew_hours_warnings,warning_type,text,NO,"Violation type: DAILY_REST, WEEKLY_REST, REST_PERI"
pms_crew_hours_warnings,severity,text,NO,"Warning severity: info (advisory), warning (minor "
pms_crew_hours_warnings,record_date,date,NO,
pms_crew_hours_warnings,message,text,NO,
pms_crew_hours_warnings,violation_data,jsonb,YES,"JSONB data: {""actual_hours"": X, ""required_hours"": "
pms_crew_hours_warnings,acknowledged_at,timestamptz,YES,
pms_crew_hours_warnings,acknowledged_by,uuid,YES,
